i miss avg t_all t_grey t_g t_blur t_sob t_max t_thresh t_hys
8782 1.1456 0 1.9659 0.0132 0.0006 0.5585 1.2294 0.067 0.0207 0.0112
8783 1.15202 0 1.9636 0.0126 0.0004 0.5432 1.2326 0.0728 0.0245 0.0113
8784 1.16478 0 2.0071 0.0128 0.0005 0.5431 1.2448 0.0918 0.0219 0.0112
8785 1.12542 0 1.9594 0.0125 0.0006 0.548 1.232 0.0685 0.021 0.0113
8786 1.12321 0 1.9578 0.0127 0.0005 0.5431 1.2249 0.0822 0.0198 0.0114
8787 1.18646 0 1.9747 0.0126 0.0007 0.544 1.2381 0.077 0.0235 0.0113
8788 1.16625 0 1.9552 0.0128 0.0005 0.5427 1.2343 0.0688 0.0203 0.0113
8789 1.11701 0 2.0839 0.0126 0.0004 0.5618 1.2319 0.1668 0.0256 0.0114
8790 1.14701 0 1.9403 0.0125 0.0004 0.5439 1.225 0.0644 0.0205 0.0112
8791 1.15448 0 1.9947 0.0127 0.0005 0.5412 1.273 0.07 0.0213 0.0113
8792 1.15159 0 2.015 0.0126 0.0005 0.5464 1.2341 0.0876 0.0245 0.0195
8793 1.17771 0 1.9492 0.0126 0.0006 0.5458 1.2282 0.0671 0.0205 0.0113
8794 1.15614 0 1.9904 0.0125 0.0005 0.5457 1.2281 0.0657 0.0579 0.0113
8795 1.14768 0 2.1242 0.0126 0.0004 0.5426 1.4025 0.0697 0.021 0.0113
8796 1.14219 0 1.9524 0.0125 0.0006 0.5432 1.2315 0.0674 0.0213 0.0113
8797 1.16133 0 1.9965 0.0129 0.0004 0.5423 1.2341 0.1081 0.0242 0.0113
8798 1.1813 0 1.9592 0.0126 0.0006 0.5447 1.2306 0.0711 0.0222 0.0114
8799 1.15689 0 2.0552 0.0147 0.0006 0.5846 1.2809 0.07 0.0221 0.0113
8800 1.09811 0 2.0084 0.0126 0.0005 0.5453 1.2861 0.0675 0.0203 0.0114
8801 1.10585 0 1.9674 0.0125 0.0004 0.5705 1.2296 0.0608 0.0195 0.0112
8802 1.12423 0 2.0243 0.013 0.0006 0.5492 1.2872 0.0651 0.0205 0.0114
8803 1.17697 0 2.081 0.013 0.0007 0.6046 1.2652 0.0719 0.0409 0.0113
8804 1.18373 0 2.1293 0.0149 0.0005 0.677 1.2678 0.0699 0.0219 0.0113
8805 1.12736 0 2.0405 0.0131 0.0004 0.5924 1.263 0.0701 0.0232 0.0112
8806 1.11593 0 2.2336 0.0152 0.0006 0.7349 1.3251 0.0646 0.019 0.0114
8807 1.11584 0 2.0779 0.0135 0.0004 0.5453 1.3424 0.0714 0.0228 0.0114
8808 1.14391 0 1.9777 0.0125 0.0006 0.5428 1.2332 0.0747 0.0239 0.0158
8809 1.14452 0 1.967 0.0125 0.0004 0.542 1.2405 0.0733 0.0218 0.0113
8810 1.16271 0 1.9987 0.0153 0.0006 0.5597 1.2397 0.0809 0.0239 0.0117
8811 1.14992 0 2.027 0.0162 0.0006 0.5704 1.2516 0.0822 0.0225 0.0113
8812 1.16394 0 1.9837 0.0125 0.0006 0.5486 1.236 0.0826 0.0246 0.0115
8813 1.17568 0 1.9733 0.0127 0.0007 0.5419 1.2371 0.0821 0.023 0.0114
8814 1.16657 0 1.9649 0.0159 0.0007 0.5427 1.2386 0.0695 0.0221 0.0113
8815 1.16614 0 2.0009 0.0192 0.0009 0.5599 1.2368 0.0785 0.0229 0.0114
8816 1.18078 0 2.0438 0.0127 0.0011 0.5916 1.2537 0.0803 0.0219 0.0113
8817 1.15657 0 2.0026 0.0151 0.0007 0.5507 1.2615 0.0716 0.0212 0.0112
8818 1.11023 0 1.9869 0.0127 0.0005 0.5425 1.2587 0.071 0.0201 0.0113
8819 1.19669 0 2.0122 0.0178 0.0007 0.5421 1.2705 0.0745 0.0226 0.0112
8820 1.13292 0 1.95 0.0125 0.0004 0.5433 1.2334 0.0656 0.0205 0.0113
8821 1.13371 0 2.0337 0.0126 0.0007 0.557 1.2877 0.0721 0.0264 0.0114
8822 1.08998 0 1.9827 0.0125 0.0007 0.5432 1.26 0.066 0.0208 0.0112
8823 1.10403 0 1.9543 0.0125 0.0007 0.5421 1.2293 0.0712 0.0215 0.0113
8824 1.15961 0 1.9732 0.0126 0.0005 0.5433 1.2508 0.0687 0.0216 0.0113
8825 1.1698 0 1.953 0.0126 0.0006 0.543 1.2275 0.0679 0.0208 0.0113
8826 1.12615 0 2.0064 0.0126 0.0005 0.5469 1.2833 0.0674 0.0206 0.0113
8827 1.16774 0 2.0274 0.0152 0.0007 0.6087 1.2299 0.0696 0.0205 0.0115
8828 1.15136 0 1.9573 0.014 0.0007 0.5439 1.2273 0.0732 0.0219 0.0113
8829 1.10827 0 1.9372 0.0126 0.0006 0.5493 1.2231 0.0605 0.0196 0.0112
8830 1.14187 0 1.956 0.0125 0.0005 0.5429 1.232 0.0702 0.0217 0.0113
8831 1.186 0 1.9975 0.0126 0.0004 0.5713 1.2429 0.0714 0.0222 0.0114
8832 1.12938 0 1.9547 0.0126 0.0005 0.5411 1.234 0.0675 0.0211 0.0113
8833 1.13862 0 2.0071 0.0126 0.0006 0.5479 1.277 0.0701 0.0216 0.0112
8834 1.13661 0 2.0271 0.0148 0.0008 0.5603 1.2644 0.0776 0.0259 0.0113
8835 1.14249 0 1.9785 0.0132 0.0007 0.5427 1.2496 0.0686 0.0213 0.0113
8836 1.17055 0 1.9777 0.0127 0.001 0.5419 1.2419 0.0712 0.0214 0.0113
8837 1.19177 0 1.9543 0.0126 0.0006 0.5422 1.2386 0.0656 0.0201 0.0113
8838 1.10134 0 1.9822 0.0184 0.0009 0.5435 1.2521 0.0691 0.0206 0.0113
8839 1.17246 0 1.9794 0.0125 0.0006 0.543 1.247 0.0748 0.0206 0.0114
8840 1.11449 0 1.9599 0.0126 0.0006 0.5429 1.2388 0.0683 0.0207 0.0112
8841 1.17354 0 2.245 0.019 0.0008 0.5583 1.4112 0.0916 0.0243 0.0166
8842 1.19155 0 2.0235 0.0127 0.0006 0.5423 1.2362 0.077 0.0396 0.0197
8843 1.13847 0 1.9804 0.0127 0.0008 0.5459 1.2496 0.073 0.022 0.0113
8844 1.12733 0 2.0002 0.0126 0.0006 0.5692 1.2462 0.0695 0.0211 0.0112
8845 1.13854 0 1.9521 0.0126 0.0007 0.5441 1.2334 0.066 0.0205 0.0114
8846 1.14393 0 2.1221 0.0212 0.0007 0.7054 1.2305 0.0668 0.0217 0.0113
8847 1.10967 0 1.963 0.0126 0.0006 0.5439 1.2306 0.0748 0.0228 0.0113
8848 1.11869 0 1.9441 0.0127 0.0004 0.5435 1.231 0.0639 0.0195 0.0112
8849 1.13727 0 1.9809 0.0127 0.0005 0.5802 1.2269 0.0652 0.0218 0.0115
8850 1.14446 0 2.0185 0.0152 0.0008 0.5958 1.2337 0.0714 0.0206 0.0115
8851 1.13892 0 1.9623 0.0146 0.0006 0.5443 1.234 0.0708 0.0216 0.0114
8852 1.17466 0 1.9418 0.0127 0.0007 0.5443 1.2301 0.0619 0.019 0.0114
8853 1.14869 0 2.1501 0.0127 0.0003 0.5413 1.3716 0.0861 0.0265 0.018
8854 1.10098 0 1.9767 0.0148 0.0006 0.5704 1.2326 0.0655 0.0199 0.0113
8855 1.12522 0 1.9428 0.0125 0.0005 0.5463 1.2244 0.0662 0.0193 0.0113
8856 1.13309 0 1.9963 0.0155 0.0004 0.543 1.2663 0.0722 0.0221 0.0112
8857 1.13361 0 2.0238 0.0126 0.0004 0.5785 1.2563 0.0735 0.0225 0.0112
8858 1.12322 0 1.958 0.0125 0.0007 0.5456 1.2315 0.0684 0.0221 0.0114
8859 1.14982 0 2.2947 0.019 0.0011 0.7843 1.3153 0.075 0.0228 0.0112
8860 1.11531 0 1.9606 0.0126 0.0006 0.549 1.235 0.0684 0.0211 0.0114
8861 1.10276 0 1.9637 0.0146 0.0007 0.5566 1.2227 0.0721 0.022 0.0113
8862 1.16754 0 1.9833 0.0161 0.0006 0.5564 1.2358 0.0729 0.0229 0.0115
8863 1.1233 0 1.9331 0.0126 0.0005 0.5506 1.2144 0.063 0.0191 0.0113
8864 1.09764 0 2.0153 0.0126 0.0007 0.5937 1.2345 0.0705 0.021 0.0114
8865 1.16651 0 1.9626 0.0126 0.0004 0.5457 1.2312 0.0719 0.0226 0.0115
8866 1.13503 0 1.9601 0.0143 0.0006 0.554 1.2257 0.0686 0.0212 0.0114
8867 1.14103 0 2.026 0.0126 0.0004 0.5468 1.2724 0.0917 0.024 0.0113
8868 1.13171 0 1.9429 0.0125 0.0004 0.5464 1.2214 0.0665 0.0212 0.0113
8869 1.13983 0 1.9993 0.0126 0.0005 0.5602 1.2446 0.0787 0.0234 0.0113
8870 1.12352 0 1.9748 0.0127 0.0004 0.5602 1.2339 0.0689 0.0217 0.0114
8871 1.19192 0 1.969 0.0126 0.0005 0.5429 1.2367 0.0752 0.0236 0.0112
8872 1.15902 0 2.007 0.0126 0.0003 0.5434 1.2379 0.0769 0.0232 0.0113
8873 1.12346 0 1.9376 0.0126 0.0004 0.5421 1.2157 0.0676 0.0216 0.0132
8874 1.15802 0 1.9471 0.0126 0.0004 0.5431 1.2305 0.0659 0.0206 0.0113
8875 1.13812 0 1.9677 0.0125 0.0006 0.5435 1.2323 0.0767 0.0236 0.0114
8876 1.15048 0 1.9748 0.0126 0.0006 0.5453 1.2426 0.0733 0.0226 0.0115
8877 1.09499 0 1.9494 0.0126 0.0007 0.5463 1.2282 0.0654 0.0206 0.0114
8878 1.12641 0 1.9563 0.0125 0.0005 0.5451 1.2355 0.0648 0.0215 0.0112
8879 1.07501 0 1.9847 0.0126 0.0006 0.5408 1.2755 0.0619 0.0197 0.0113
8880 1.13087 0 2.0084 0.0148 0.0005 0.5439 1.2761 0.0726 0.0231 0.0112
8881 1.109 0 1.9545 0.0127 0.0006 0.5469 1.2306 0.0685 0.0208 0.0113
8882 1.15032 0 1.9884 0.0127 0.0006 0.564 1.24 0.0709 0.0221 0.0114
8883 1.15154 0 3.0881 0.0143 0.0007 0.9274 1.9278 0.0802 0.0258 0.017
8884 1.10443 0 1.9673 0.013 0.0006 0.5426 1.2403 0.0721 0.0221 0.0114
8885 1.16251 0 1.9698 0.0125 0.0004 0.5434 1.2421 0.0709 0.0218 0.0118
8886 1.13296 0 2.0025 0.0126 0.0007 0.5438 1.269 0.0765 0.0233 0.0115
8887 1.12981 0 1.9466 0.0126 0.0004 0.5436 1.2241 0.0692 0.0209 0.0114
8888 1.13022 0 2.0303 0.0126 0.0004 0.5503 1.292 0.0739 0.023 0.0114
8889 1.16346 0 1.9624 0.013 0.0005 0.5436 1.2295 0.0755 0.0226 0.0113
8890 1.14633 0 1.9561 0.0143 0.0005 0.5439 1.2267 0.0713 0.0221 0.0113
8891 1.14789 0 1.9579 0.0126 0.0005 0.5439 1.236 0.0683 0.0218 0.0112
8892 1.11961 0 1.955 0.0149 0.0005 0.5475 1.2305 0.0657 0.0211 0.0114
8893 1.19071 0 1.974 0.0128 0.0004 0.5447 1.2379 0.0765 0.0237 0.0115
8894 1.14908 0 1.9607 0.0126 0.0005 0.5429 1.233 0.0724 0.0224 0.0113
8895 1.1237 0 1.9582 0.0127 0.0005 0.5527 1.2179 0.0714 0.023 0.0113
8896 1.14164 0 2.0216 0.0126 0.0004 0.5457 1.2978 0.0709 0.0199 0.0113
8897 1.12117 0 1.9519 0.0126 0.0005 0.5467 1.2294 0.0673 0.0213 0.0113
8898 1.14628 0 2.1186 0.0126 0.051 0.6329 1.2608 0.0658 0.0205 0.0113
8899 1.15362 0 1.9619 0.0126 0.0006 0.5469 1.2307 0.072 0.0222 0.0114
8900 1.17258 0 2.0647 0.0127 0.0005 0.5438 1.356 0.0609 0.0184 0.0114
8901 1.1694 0 1.9695 0.0126 0.0005 0.5659 1.2182 0.0708 0.0232 0.0112
8902 1.15017 0 1.9748 0.0126 0.0004 0.5506 1.2392 0.066 0.0208 0.014
8903 1.13101 0 2.014 0.0125 0.0008 0.5828 1.2521 0.0689 0.0212 0.0112
8904 1.1171 0 1.9829 0.0128 0.0004 0.5631 1.2386 0.0701 0.0217 0.0114
8905 1.16036 0 2.0157 0.0125 0.0004 0.5603 1.2703 0.0724 0.0227 0.0114
8906 1.16689 0 2.0912 0.0126 0.0008 0.6616 1.2512 0.0673 0.0219 0.0113
8907 1.09181 0 1.9558 0.0128 0.0004 0.5507 1.2363 0.0619 0.02 0.0112
8908 1.10955 0 1.9876 0.0182 0.0003 0.5689 1.2295 0.0719 0.0221 0.0114
8909 1.14911 0 1.9677 0.0125 0.0003 0.545 1.234 0.0753 0.023 0.0113
8910 1.0792 0 1.9675 0.0125 0.0004 0.5567 1.2297 0.0649 0.0208 0.0115
8911 1.11528 0 1.9916 0.0126 0.0003 0.5431 1.2603 0.0737 0.0232 0.0112
8912 1.15118 0 2.0385 0.0147 0.0006 0.5769 1.2575 0.0799 0.0229 0.0116
8913 1.1719 0 2.0047 0.0146 0.0007 0.5755 1.2382 0.0764 0.0238 0.0115
8914 1.16108 0 1.9913 0.0185 0.0007 0.5598 1.2303 0.0745 0.0223 0.0114
8915 1.10265 0 1.9827 0.0126 0.0005 0.5647 1.2365 0.0699 0.0225 0.0113
8916 1.13402 0 1.9641 0.0126 0.0002 0.5432 1.2414 0.0702 0.0215 0.0112
8917 1.15732 0 1.9693 0.0151 0.0004 0.5429 1.2362 0.0743 0.0233 0.0114
8918 1.11658 0 1.9976 0.0126 0.0008 0.5523 1.266 0.0693 0.0214 0.0113
8919 1.13279 0 1.9685 0.0127 0.0004 0.5445 1.2412 0.0707 0.022 0.0113
8920 1.12582 0 1.9799 0.0125 0.0004 0.549 1.2543 0.0678 0.0213 0.0113
8921 1.13585 0 1.9887 0.0127 0.0005 0.5578 1.2517 0.0674 0.0228 0.0113
8922 1.1593 0 1.9554 0.0128 0.0004 0.5447 1.2278 0.0699 0.0241 0.0114
8923 1.11994 0 1.9562 0.0125 0.0003 0.5439 1.232 0.069 0.022 0.0112
8924 1.17575 0 1.9781 0.0125 0.0003 0.5427 1.2503 0.0723 0.0226 0.0115
8925 1.18279 0 1.9718 0.0129 0.0003 0.543 1.2451 0.0713 0.0231 0.0114
8926 1.13036 0 1.9657 0.0126 0.0003 0.5453 1.2407 0.0692 0.0216 0.0113
8927 1.15281 0 1.9795 0.0152 0.0004 0.5521 1.2392 0.0736 0.0224 0.0113
8928 1.18404 0 2.0065 0.0152 0.0006 0.5811 1.236 0.0706 0.0214 0.0112
8929 1.14367 0 1.9627 0.0126 0.0005 0.5553 1.2296 0.0681 0.0215 0.0112
8930 1.09388 0 1.9667 0.0126 0.0005 0.543 1.2371 0.0679 0.0231 0.0163
8931 1.17205 0 1.9988 0.0126 0.0003 0.5431 1.2618 0.0725 0.0245 0.0112
8932 1.12405 0 1.9818 0.013 0.0004 0.5428 1.2629 0.0647 0.0227 0.0113
8933 1.14783 0 1.9559 0.0126 0.0003 0.5484 1.2286 0.0686 0.0216 0.0112
8934 1.14664 0 2.0078 0.0145 0.0006 0.5737 1.2336 0.0776 0.0235 0.0113
8935 1.13262 0 1.9568 0.0125 0.0007 0.5451 1.2284 0.071 0.0225 0.0113
8936 1.11053 0 1.9477 0.0126 0.0004 0.5495 1.2289 0.0634 0.0198 0.0113
8937 1.12865 0 1.9634 0.0126 0.0005 0.543 1.2371 0.0717 0.0223 0.0115
8938 1.19331 0 1.9533 0.0126 0.0003 0.5569 1.2176 0.0685 0.0211 0.0113
8939 1.16609 0 1.987 0.0125 0.0004 0.5654 1.2378 0.0709 0.0231 0.0114
8940 1.14241 0 1.9618 0.0129 0.0005 0.5469 1.2351 0.0692 0.0216 0.0114
8941 1.1216 0 2.0048 0.0126 0.0004 0.5425 1.2833 0.0691 0.0216 0.0113
8942 1.15611 0 2.0275 0.0196 0.0007 0.5601 1.26 0.0773 0.023 0.0113
8943 1.16758 0 1.9613 0.0126 0.0006 0.5518 1.2312 0.0688 0.0207 0.0113
8944 1.09927 0 1.9584 0.0125 0.0004 0.5507 1.2305 0.0663 0.0206 0.0113
8945 1.07254 0 1.967 0.0125 0.0004 0.5568 1.2297 0.0702 0.0221 0.0112
8946 1.12217 0 1.9911 0.0179 0.0004 0.544 1.2562 0.0683 0.0215 0.0112
8947 1.08403 0 2.0086 0.0148 0.0006 0.582 1.2441 0.0659 0.0206 0.0112
8948 1.16836 0 1.9906 0.0142 0.0005 0.5738 1.2303 0.0729 0.0224 0.0112
8949 1.14524 0 1.9768 0.0173 0.0006 0.5445 1.2386 0.0705 0.0223 0.0113
8950 1.13868 0 1.9857 0.0151 0.0003 0.56 1.241 0.0709 0.0221 0.0113
8951 1.14824 0 2.0345 0.0154 0.0007 0.5718 1.2705 0.0726 0.0213 0.0113
8952 1.12605 0 1.9732 0.0147 0.0006 0.5572 1.2314 0.0722 0.0219 0.0113
8953 1.13387 0 1.98 0.0148 0.0007 0.559 1.2375 0.0716 0.0213 0.0115
8954 1.13984 0 1.9912 0.0145 0.0006 0.5742 1.2348 0.0708 0.0211 0.0113
8955 1.13901 0 1.9399 0.0127 0.0004 0.5427 1.2136 0.0727 0.0222 0.0113
8956 1.12426 0 1.9615 0.0125 0.0003 0.5437 1.2263 0.0771 0.0231 0.0117
8957 1.11158 0 1.9659 0.013 0.0007 0.5436 1.2389 0.0714 0.022 0.0115
8958 1.13239 0 1.9559 0.0153 0.0006 0.5563 1.2137 0.0715 0.0212 0.0112
8959 1.13763 0 1.941 0.0126 0.0006 0.5483 1.2277 0.0609 0.0185 0.0113
8960 1.1657 0 1.9726 0.0125 0.0004 0.5436 1.2402 0.0748 0.0233 0.0112
8961 1.13634 0 1.9462 0.0125 0.0003 0.543 1.2249 0.071 0.0209 0.0113
8962 1.1566 0 1.9727 0.0126 0.0003 0.5436 1.2332 0.0773 0.0237 0.0112
8963 1.14701 0 1.9565 0.0126 0.0004 0.5454 1.2314 0.0698 0.0215 0.0113
8964 1.16362 0 1.9455 0.0126 0.0004 0.548 1.2254 0.0647 0.0196 0.0114
8965 1.1852 0 1.9428 0.0125 0.0004 0.5439 1.2262 0.0652 0.0203 0.0113
8966 1.19473 0 1.9904 0.0127 0.0005 0.5581 1.2383 0.0799 0.0235 0.0113
8967 1.17369 0 1.968 0.0127 0.0006 0.5519 1.2348 0.0708 0.0211 0.0114
8968 1.14731 0 1.9699 0.0126 0.0008 0.5513 1.2354 0.0719 0.0217 0.0112
8969 1.10301 0 1.9876 0.0125 0.0003 0.5592 1.2489 0.0701 0.0207 0.0113
8970 1.11585 0 2.014 0.0126 0.0004 0.5718 1.2589 0.0702 0.0227 0.0112
8971 1.17447 0 1.9578 0.0126 0.0005 0.5537 1.2293 0.0653 0.021 0.0113
8972 1.15546 0 1.9705 0.0129 0.0005 0.551 1.2319 0.0765 0.0212 0.0113
8973 1.08562 0 1.9783 0.0125 0.0003 0.5727 1.2399 0.0614 0.0191 0.0116
8974 1.14168 0 2.0249 0.0148 0.0007 0.5947 1.2338 0.0745 0.0225 0.0114
8975 1.16337 0 1.9538 0.0126 0.0007 0.5476 1.2288 0.0676 0.0212 0.0112
8976 1.13338 0 1.9679 0.0145 0.0007 0.5537 1.2289 0.0715 0.0217 0.0113
8977 1.13677 0 2.065 0.0223 0.0006 0.6758 1.2086 0.0588 0.0179 0.0121
8978 1.14994 0 1.9676 0.0129 0.0006 0.5448 1.237 0.073 0.022 0.0112
8979 1.15705 0 1.9769 0.0126 0.0007 0.5615 1.2278 0.0752 0.0215 0.0113
8980 1.16804 0 2.0372 0.0125 0.0005 0.5838 1.2723 0.071 0.0215 0.0112
8981 1.15433 0 1.9475 0.0127 0.0005 0.5565 1.2181 0.0649 0.0203 0.0113
8982 1.19339 0 1.9804 0.0127 0.0004 0.5511 1.2513 0.0685 0.021 0.0113
8983 1.09942 0 2.0769 0.0154 0.0011 0.544 1.2384 0.135 0.0254 0.0191
8984 1.14752 0 1.9961 0.0228 0.001 0.5636 1.2344 0.0723 0.0223 0.0113
8985 1.16344 0 1.9972 0.0125 0.0006 0.5708 1.2412 0.0725 0.0224 0.0114
8986 1.17178 0 2.0007 0.014 0.001 0.5829 1.2273 0.073 0.0209 0.0112
8987 1.17548 0 1.9874 0.0126 0.0005 0.5603 1.2486 0.0674 0.0214 0.0112
8988 1.10745 0 1.979 0.0127 0.0005 0.5591 1.2393 0.069 0.0213 0.0113
8989 1.14209 0 1.9672 0.0126 0.0006 0.551 1.2384 0.0676 0.0209 0.0112
8990 1.21787 0 1.9564 0.0126 0.0009 0.5442 1.2293 0.0725 0.0215 0.0113
8991 1.14037 0 1.958 0.0144 0.0004 0.5449 1.2321 0.0696 0.0207 0.0112
8992 1.11316 0 1.971 0.0125 0.0004 0.5638 1.2316 0.0664 0.0207 0.0112
8993 1.10665 0 2.03 0.0183 0.0004 0.6061 1.2348 0.0716 0.0219 0.0113
8994 1.12194 0 1.9837 0.0126 0.0004 0.5622 1.2475 0.0666 0.0202 0.0114
8995 1.16652 0 1.9869 0.0126 0.0003 0.5595 1.2358 0.0756 0.0233 0.0115
8996 1.12541 0 1.9732 0.0127 0.0007 0.5432 1.2486 0.0707 0.0225 0.0113
8997 1.10898 0 1.9565 0.0139 0.0007 0.5459 1.2329 0.0687 0.0206 0.0113
8998 1.08388 0 1.9703 0.0125 0.0006 0.5431 1.2369 0.0737 0.022 0.0113
8999 1.13788 0 1.9569 0.0145 0.0005 0.554 1.2169 0.0729 0.0216 0.0116
9000 1.16625 0 1.9599 0.0125 0.0007 0.5431 1.2326 0.0721 0.0224 0.0114
9001 1.13591 0 1.9551 0.0127 0.0004 0.5439 1.2297 0.0706 0.0216 0.0113
9002 1.12882 0 1.9604 0.0125 0.0004 0.544 1.2304 0.0741 0.0221 0.0113
9003 1.12512 0 1.9607 0.0126 0.0005 0.5442 1.2323 0.0713 0.0221 0.0113
9004 1.14789 0 1.9781 0.0129 0.0004 0.5675 1.234 0.0657 0.0204 0.0113
9005 1.11523 0 1.9915 0.0125 0.0005 0.555 1.2628 0.0633 0.0198 0.014
9006 1.15362 0 1.9749 0.0126 0.0006 0.5435 1.2519 0.0683 0.0206 0.0113
9007 1.19022 0 1.9557 0.0125 0.0004 0.5462 1.232 0.0677 0.0213 0.0114
9008 1.15345 0 1.9538 0.0126 0.0005 0.545 1.2308 0.0666 0.0217 0.0114
9009 1.14226 0 1.9594 0.0126 0.0004 0.544 1.2348 0.0684 0.0222 0.0114
9010 1.13968 0 1.9757 0.0126 0.0005 0.5453 1.2387 0.0801 0.022 0.0114
9011 1.1167 0 1.9645 0.0147 0.0009 0.5541 1.2312 0.069 0.0203 0.0113
9012 1.15753 0 1.9496 0.0126 0.0005 0.5453 1.2257 0.0711 0.0199 0.0114
9013 1.11594 0 1.9894 0.0126 0.0006 0.5626 1.2444 0.0718 0.0216 0.0114
9014 1.10406 0 1.9665 0.0125 0.0004 0.5434 1.2403 0.073 0.0211 0.0112
9015 1.10708 0 1.9624 0.0164 0.0004 0.5473 1.23 0.071 0.0214 0.0112
9016 1.13849 0 2.0471 0.0127 0.0003 0.6455 1.2231 0.0683 0.0215 0.0112
9017 1.12219 0 1.9645 0.0144 0.0006 0.5465 1.2305 0.0729 0.0224 0.0114
9018 1.13086 0 2.0865 0.0127 0.0005 0.5412 1.3656 0.0694 0.0203 0.0115
9019 1.13914 0 1.9909 0.0127 0.0005 0.5469 1.2668 0.0673 0.0209 0.0112
9020 1.17313 0 1.9595 0.0127 0.0004 0.5415 1.2367 0.0688 0.0225 0.0113
9021 1.12663 0 1.9863 0.0126 0.0007 0.5425 1.2561 0.0732 0.0225 0.0113
9022 1.12201 0 2.0233 0.0126 0.0007 0.5733 1.2656 0.0728 0.0216 0.0114
9023 1.17957 0 3.16 0.015 0.0006 0.9528 1.9629 0.0811 0.0257 0.0201
9024 1.15788 0 1.9847 0.0128 0.0006 0.548 1.2486 0.0725 0.0223 0.0116
9025 1.14194 0 1.9717 0.013 0.0004 0.5549 1.2352 0.0711 0.0208 0.0113
9026 1.14412 0 1.9515 0.0126 0.0009 0.544 1.2248 0.0716 0.0216 0.0114
9027 1.13659 0 1.9592 0.0133 0.0005 0.5432 1.2314 0.0724 0.0222 0.0113
9028 1.13041 0 1.9544 0.0126 0.0007 0.5495 1.2268 0.0676 0.0213 0.0113
9029 1.1302 0 1.9455 0.0127 0.0005 0.544 1.2276 0.0658 0.0199 0.0113
9030 1.09822 0 1.9593 0.0125 0.0005 0.5429 1.2355 0.071 0.0221 0.0113
9031 1.12452 0 2.0724 0.0126 0.0004 0.5436 1.3458 0.0671 0.0192 0.0139
9032 1.1671 0 2.0209 0.0127 0.0005 0.5474 1.286 0.0733 0.0226 0.0113
9033 1.17594 0 1.9719 0.0128 0.0008 0.5477 1.2325 0.0758 0.023 0.0114
9034 1.1349 0 1.9538 0.0126 0.0006 0.5481 1.2295 0.0692 0.02 0.0113
9035 1.1309 0 2.2549 0.0126 0.0005 0.6895 1.3736 0.0769 0.024 0.0114
9036 1.16293 0 1.9769 0.0126 0.0005 0.5567 1.2397 0.0693 0.0209 0.0114
9037 1.1292 0 1.9713 0.0126 0.0006 0.5438 1.2507 0.0679 0.0209 0.0113
9038 1.12835 0 1.9514 0.0126 0.0004 0.5425 1.2282 0.0698 0.0212 0.0114
9039 1.12627 0 1.943 0.0125 0.0005 0.5445 1.2258 0.0649 0.0206 0.0113
9040 1.14812 0 1.9687 0.0125 0.0003 0.5554 1.2315 0.0698 0.0221 0.0113
9041 1.12831 0 1.9572 0.0126 0.0005 0.5448 1.2326 0.0699 0.0217 0.0113
9042 1.13354 0 1.9493 0.0126 0.0006 0.545 1.2347 0.0627 0.0197 0.0113
9043 1.13303 0 1.9752 0.0183 0.0006 0.5429 1.2366 0.0711 0.023 0.0113
9044 1.14951 0 1.9864 0.0128 0.0005 0.5431 1.2568 0.074 0.0229 0.0112
9045 1.15701 0 1.9737 0.0261 0.0005 0.5428 1.2441 0.0662 0.0206 0.0113
9046 1.16043 0 1.9475 0.0127 0.0004 0.543 1.2271 0.0675 0.0211 0.0115
9047 1.17227 0 1.9524 0.0126 0.0004 0.5447 1.2347 0.0649 0.0205 0.0115
9048 1.14613 0 1.953 0.0126 0.0005 0.5426 1.2189 0.0756 0.0233 0.0114
9049 1.16941 0 1.9635 0.0125 0.0005 0.5429 1.2392 0.0704 0.0218 0.0113
9050 1.12096 0 1.9568 0.0125 0.0005 0.5442 1.2289 0.0739 0.0214 0.0113
9051 1.10934 0 1.9536 0.0125 0.0003 0.5488 1.2326 0.0646 0.0204 0.0112
9052 1.14608 0 2.8821 0.0149 0.0005 0.6678 1.9684 0.0883 0.0277 0.0186
9053 1.12349 0 2.0097 0.0129 0.0008 0.5628 1.2605 0.0748 0.0214 0.0113
9054 1.13525 0 1.9895 0.0148 0.0007 0.5676 1.2367 0.0709 0.0225 0.0114
9055 1.12812 0 1.9596 0.0201 0.0007 0.5547 1.2264 0.0635 0.0202 0.0113
9056 1.13712 0 1.9847 0.0126 0.0005 0.5448 1.2504 0.0742 0.0237 0.0114
9057 1.11719 0 1.9881 0.0127 0.0005 0.5563 1.2493 0.0702 0.022 0.0113
9058 1.14964 0 1.9938 0.0125 0.0004 0.5809 1.2398 0.066 0.02 0.0113
9059 1.15834 0 1.9612 0.0126 0.0005 0.5476 1.2308 0.0711 0.0221 0.0114
9060 1.14191 0 1.9799 0.0126 0.0005 0.5435 1.2499 0.0749 0.0222 0.0113
9061 1.11485 0 1.964 0.0148 0.0006 0.5432 1.2337 0.0731 0.0222 0.0113
9062 1.12646 0 1.972 0.0144 0.0005 0.5444 1.2371 0.0741 0.0235 0.0115
9063 1.17438 0 2.0176 0.0193 0.0009 0.559 1.2586 0.0731 0.0218 0.0112
